iso3,country,block,variant,weo_vintage,base_year,year,side,component,line_code,contribution_pp,measure,component_meaning,notes
FRA,France,history,maximum_extension,,2012,2013,expenditure,covered_line,GF04,-0.6279937967395892,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,expenditure,covered_line,GF05,-0.01734368339847813,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,expenditure,covered_line,GF06,0.028580099189776283,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,expenditure,covered_line,GF07,-0.05695479219894051,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,expenditure,covered_line,GF08,-0.028863189121924177,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,expenditure,covered_line,GF09,0.005720906997498665,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,expenditure,covered_line,GF10,-0.2169920837145567,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,memo,ANCHOR_B9_DELTA,,9.504812801397478e-05,"pp of GDP, change on the previous year","the anchor's own change in B.9/GDP MINUS the sum-based change: a rounding and vintage wedge, reported and never allocated to lines (D16)","anchor Δ(B9/GDP) minus the sum-based change; rounding/vintage wedge, never allocated (D16)"
FRA,France,history,maximum_extension,,2012,2013,memo,WEO_GGXCNL_DELTA,,0.23285731194364057,"pp of GDP, change on the previous year",the IMF WEO's own change in GGXCNL/NGDP over the same year — the history-side comparison with the WEO (§8.3),"WEO 2026-04 Δ(GGXCNL/NGDP), comparison column per §8.3"
FRA,France,history,maximum_extension,,2012,2013,revenue,covered_line,R01,-0.005393639074213752,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,revenue,covered_line,R02,0.21597062584004095,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,revenue,covered_line,R03,0.33175200637071134,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,revenue,covered_line,R04,0.05674153557477038,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,revenue,covered_line,R05,0.019661085345380747,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,revenue,covered_line,R06,0.27508495635139296,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,revenue,covered_line,R07,-0.0397155994497063,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,revenue,covered_line,R08,-0.0017750681180375531,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,revenue,covered_line,R09,0.03816213708921698,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,revenue,covered_line,R10,0.042149687761072405,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2012,2013,total,NLB_CHANGE_SUM,,0.23257956524053164,"pp of GDP, change on the previous year","the change in the sum-based balance, d((sum R - sum E)/GDP) — equal to the sum of that year's line contributions exactly (V26)",Δ((ΣR-ΣE)/GDP); V26: equals the line sum exactly
FRA,France,history,maximum_extension,,2013,2014,expenditure,covered_line,GF01,0.3002410149015741,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,expenditure,covered_line,GF02,0.11383320722169465,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,expenditure,covered_line,GF03,0.0008498606670095249,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,expenditure,covered_line,GF04,-0.13858557882524963,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,expenditure,covered_line,GF05,-0.0003707771028428966,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,expenditure,covered_line,GF06,0.05050143380292381,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,expenditure,covered_line,GF07,-0.11440881866944252,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,expenditure,covered_line,GF08,0.05560514336128072,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,expenditure,covered_line,GF09,0.004962051265187256,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,expenditure,covered_line,GF10,-0.07442513540490414,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,memo,ANCHOR_B9_DELTA,,-5.180508372820691e-05,"pp of GDP, change on the previous year","the anchor's own change in B.9/GDP MINUS the sum-based change: a rounding and vintage wedge, reported and never allocated to lines (D16)","anchor Δ(B9/GDP) minus the sum-based change; rounding/vintage wedge, never allocated (D16)"
FRA,France,history,maximum_extension,,2013,2014,memo,WEO_GGXCNL_DELTA,,0.36433404945077075,"pp of GDP, change on the previous year",the IMF WEO's own change in GGXCNL/NGDP over the same year — the history-side comparison with the WEO (§8.3),"WEO 2026-04 Δ(GGXCNL/NGDP), comparison column per §8.3"
FRA,France,history,maximum_extension,,2013,2014,revenue,covered_line,R01,0.07997842213044587,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,revenue,covered_line,R02,0.06457643928135665,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,revenue,covered_line,R03,-0.01179210992744012,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,revenue,covered_line,R04,-0.15159098313955316,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,revenue,covered_line,R05,0.03863707511338951,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,revenue,covered_line,R06,0.16835620806156526,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,revenue,covered_line,R07,-0.03496578047989707,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,revenue,covered_line,R08,0.024993113797868328,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,revenue,covered_line,R09,-0.007568610584045982,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,revenue,covered_line,R10,-0.003998318917673108,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2013,2014,total,NLB_CHANGE_SUM,,0.3648278565532471,"pp of GDP, change on the previous year","the change in the sum-based balance, d((sum R - sum E)/GDP) — equal to the sum of that year's line contributions exactly (V26)",Δ((ΣR-ΣE)/GDP); V26: equals the line sum exactly
FRA,France,history,maximum_extension,,2014,2015,expenditure,covered_line,GF01,0.3312711549679645,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,expenditure,covered_line,GF02,-0.05461045116206473,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,expenditure,covered_line,GF03,0.0024357479776557917,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,expenditure,covered_line,GF04,-0.032500737204634034,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,expenditure,covered_line,GF05,0.018101539554258618,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,expenditure,covered_line,GF06,0.051387345590278924,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,expenditure,covered_line,GF07,0.1183502943821177,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,expenditure,covered_line,GF08,0.10715220726886746,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,expenditure,covered_line,GF09,0.046260775818182664,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,expenditure,covered_line,GF10,0.20611455544143342,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,memo,ANCHOR_B9_DELTA,,-6.803786748976748e-05,"pp of GDP, change on the previous year","the anchor's own change in B.9/GDP MINUS the sum-based change: a rounding and vintage wedge, reported and never allocated to lines (D16)","anchor Δ(B9/GDP) minus the sum-based change; rounding/vintage wedge, never allocated (D16)"
FRA,France,history,maximum_extension,,2014,2015,memo,WEO_GGXCNL_DELTA,,0.684142179913038,"pp of GDP, change on the previous year",the IMF WEO's own change in GGXCNL/NGDP over the same year — the history-side comparison with the WEO (§8.3),"WEO 2026-04 Δ(GGXCNL/NGDP), comparison column per §8.3"
FRA,France,history,maximum_extension,,2014,2015,revenue,covered_line,R01,-0.0023205879670376572,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,revenue,covered_line,R02,0.1510607096028127,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,revenue,covered_line,R03,-0.049226354363503255,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,revenue,covered_line,R04,0.06604091177316654,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,revenue,covered_line,R05,0.0650836683360221,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,revenue,covered_line,R06,-0.21616491826747242,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,revenue,covered_line,R07,0.004015937080243965,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,revenue,covered_line,R08,-0.027157418325757764,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,revenue,covered_line,R09,-0.059902789099936654,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,revenue,covered_line,R10,-0.0437947668118826,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2014,2015,total,NLB_CHANGE_SUM,,0.6815968245907152,"pp of GDP, change on the previous year","the change in the sum-based balance, d((sum R - sum E)/GDP) — equal to the sum of that year's line contributions exactly (V26)",Δ((ΣR-ΣE)/GDP); V26: equals the line sum exactly
FRA,France,history,maximum_extension,,2015,2016,expenditure,covered_line,GF01,0.1479287497429274,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,expenditure,covered_line,GF02,-0.23134602959712786,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,expenditure,covered_line,GF03,-0.019999299756455827,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,expenditure,covered_line,GF04,0.2566454818624032,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,expenditure,covered_line,GF05,0.04821383578401898,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,expenditure,covered_line,GF06,0.07407043735506383,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,expenditure,covered_line,GF07,-0.05330474353580361,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,expenditure,covered_line,GF08,0.037856507021652615,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,expenditure,covered_line,GF09,0.09290961308449086,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,expenditure,covered_line,GF10,-0.13429993430272014,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,memo,ANCHOR_B9_DELTA,,-7.970726030454012e-06,"pp of GDP, change on the previous year","the anchor's own change in B.9/GDP MINUS the sum-based change: a rounding and vintage wedge, reported and never allocated to lines (D16)","anchor Δ(B9/GDP) minus the sum-based change; rounding/vintage wedge, never allocated (D16)"
FRA,France,history,maximum_extension,,2015,2016,memo,WEO_GGXCNL_DELTA,,0.12449816894868487,"pp of GDP, change on the previous year",the IMF WEO's own change in GGXCNL/NGDP over the same year — the history-side comparison with the WEO (§8.3),"WEO 2026-04 Δ(GGXCNL/NGDP), comparison column per §8.3"
FRA,France,history,maximum_extension,,2015,2016,revenue,covered_line,R01,0.03125033184526449,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,revenue,covered_line,R02,0.13266415598487957,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,revenue,covered_line,R03,-0.03832739371578131,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,revenue,covered_line,R04,-0.11404338519769158,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,revenue,covered_line,R05,-0.015228561603571403,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,revenue,covered_line,R06,-0.02932289345906891,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,revenue,covered_line,R07,-0.030434388517067167,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,revenue,covered_line,R08,-0.03593752293423701,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,revenue,covered_line,R09,-0.10651157688625137,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,revenue,covered_line,R10,0.11446100709708766,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2015,2016,total,NLB_CHANGE_SUM,,0.12724439027201245,"pp of GDP, change on the previous year","the change in the sum-based balance, d((sum R - sum E)/GDP) — equal to the sum of that year's line contributions exactly (V26)",Δ((ΣR-ΣE)/GDP); V26: equals the line sum exactly
FRA,France,history,maximum_extension,,2016,2017,expenditure,covered_line,GF01,-0.07472905426818693,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,expenditure,covered_line,GF02,0.20607749077467924,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,expenditure,covered_line,GF03,-0.006617386780261719,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,expenditure,covered_line,GF04,-0.5608969482119017,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,expenditure,covered_line,GF05,0.006164810241469053,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,expenditure,covered_line,GF06,0.04703487291800191,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,expenditure,covered_line,GF07,-0.01845242016011439,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,expenditure,covered_line,GF08,-0.007938879951239694,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,expenditure,covered_line,GF09,-0.011484949998832178,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,expenditure,covered_line,GF10,0.139388607978988,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,memo,ANCHOR_B9_DELTA,,0.00011992418457684728,"pp of GDP, change on the previous year","the anchor's own change in B.9/GDP MINUS the sum-based change: a rounding and vintage wedge, reported and never allocated to lines (D16)","anchor Δ(B9/GDP) minus the sum-based change; rounding/vintage wedge, never allocated (D16)"
FRA,France,history,maximum_extension,,2016,2017,memo,WEO_GGXCNL_DELTA,,0.3978012981517808,"pp of GDP, change on the previous year",the IMF WEO's own change in GGXCNL/NGDP over the same year — the history-side comparison with the WEO (§8.3),"WEO 2026-04 Δ(GGXCNL/NGDP), comparison column per §8.3"
FRA,France,history,maximum_extension,,2016,2017,revenue,covered_line,R01,0.14524335454206838,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,revenue,covered_line,R02,0.14839099652335513,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,revenue,covered_line,R03,-0.030574650236619982,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,revenue,covered_line,R04,0.3697477640540323,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,revenue,covered_line,R05,0.06832021879291904,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,revenue,covered_line,R06,0.060236536450497535,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,revenue,covered_line,R07,-0.007649862637743933,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,revenue,covered_line,R08,0.0018391448915338476,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,revenue,covered_line,R09,0.06295478979379751,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,revenue,covered_line,R10,-0.134797018994053,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2016,2017,total,NLB_CHANGE_SUM,,0.4022574157223885,"pp of GDP, change on the previous year","the change in the sum-based balance, d((sum R - sum E)/GDP) — equal to the sum of that year's line contributions exactly (V26)",Δ((ΣR-ΣE)/GDP); V26: equals the line sum exactly
FRA,France,history,maximum_extension,,2017,2018,expenditure,covered_line,GF01,0.3372417478084269,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,expenditure,covered_line,GF02,-0.0027532420593591456,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,expenditure,covered_line,GF03,0.012427633962316942,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,expenditure,covered_line,GF04,0.5135315963406745,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,expenditure,covered_line,GF05,-0.026746750575340657,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,expenditure,covered_line,GF06,0.04663508907692439,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,expenditure,covered_line,GF07,0.0741617910764894,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,expenditure,covered_line,GF08,0.011394253508789642,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,expenditure,covered_line,GF09,0.0623837531369735,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,expenditure,covered_line,GF10,0.26808287203741177,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,memo,ANCHOR_B9_DELTA,,-3.078122932009819e-05,"pp of GDP, change on the previous year","the anchor's own change in B.9/GDP MINUS the sum-based change: a rounding and vintage wedge, reported and never allocated to lines (D16)","anchor Δ(B9/GDP) minus the sum-based change; rounding/vintage wedge, never allocated (D16)"
FRA,France,history,maximum_extension,,2017,2018,memo,WEO_GGXCNL_DELTA,,1.043242365523223,"pp of GDP, change on the previous year",the IMF WEO's own change in GGXCNL/NGDP over the same year — the history-side comparison with the WEO (§8.3),"WEO 2026-04 Δ(GGXCNL/NGDP), comparison column per §8.3"
FRA,France,history,maximum_extension,,2017,2018,revenue,covered_line,R01,0.05140214936881493,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,revenue,covered_line,R02,0.1414270542898069,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,revenue,covered_line,R03,0.9233001290525761,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,revenue,covered_line,R04,-0.24035869819303904,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,revenue,covered_line,R05,-0.2999336198746028,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,revenue,covered_line,R06,-0.7646865066069125,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,revenue,covered_line,R07,-0.004004132662817123,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,revenue,covered_line,R08,-0.0006963729088358718,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,revenue,covered_line,R09,-0.07203911927506704,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,revenue,covered_line,R10,0.012956662493046438,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2017,2018,total,NLB_CHANGE_SUM,,1.0437262899962771,"pp of GDP, change on the previous year","the change in the sum-based balance, d((sum R - sum E)/GDP) — equal to the sum of that year's line contributions exactly (V26)",Δ((ΣR-ΣE)/GDP); V26: equals the line sum exactly
FRA,France,history,maximum_extension,,2018,2019,expenditure,covered_line,GF01,0.20558118725989005,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,expenditure,covered_line,GF02,0.03072187508171391,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,expenditure,covered_line,GF03,-0.014199779139070431,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,expenditure,covered_line,GF04,0.6619031589201442,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,expenditure,covered_line,GF05,-0.03401032519959636,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,expenditure,covered_line,GF06,-0.054235567770708794,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,expenditure,covered_line,GF07,0.07015206851510025,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,expenditure,covered_line,GF08,-0.02510831330736398,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,expenditure,covered_line,GF09,0.08286964666901278,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,expenditure,covered_line,GF10,0.09551459058772804,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,memo,ANCHOR_B9_DELTA,,0.00012307649889448102,"pp of GDP, change on the previous year","the anchor's own change in B.9/GDP MINUS the sum-based change: a rounding and vintage wedge, reported and never allocated to lines (D16)","anchor Δ(B9/GDP) minus the sum-based change; rounding/vintage wedge, never allocated (D16)"
FRA,France,history,maximum_extension,,2018,2019,memo,WEO_GGXCNL_DELTA,,-0.07001601734487502,"pp of GDP, change on the previous year",the IMF WEO's own change in GGXCNL/NGDP over the same year — the history-side comparison with the WEO (§8.3),"WEO 2026-04 Δ(GGXCNL/NGDP), comparison column per §8.3"
FRA,France,history,maximum_extension,,2018,2019,revenue,covered_line,R01,0.03125576184097589,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,revenue,covered_line,R02,0.24731050305035196,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,revenue,covered_line,R03,-0.13644065801720617,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,revenue,covered_line,R04,0.1446023926608378,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,revenue,covered_line,R05,-0.1318603396166412,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,revenue,covered_line,R06,-1.2627755378220917,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,revenue,covered_line,R07,-0.01333320467390934,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
FRA,France,history,maximum_extension,,2018,2019,revenue,covered_line,R08,0.01243026604336745,"pp of GDP, change on the previous year",one line's contribution to the year's change in NLB/GDP,
